,product_name,user_rating,product_review
3406,Voodoo Ranger Atomic Pumpkin,1.24,honestly its undrinkable
3407,Voodoo Ranger Atomic Pumpkin,3.25,bottle from boise coop pretty standard fare here normal amount of pumpkin spice bright dark golden with a small soapy head taste is more of the pumpkin spice kind of generic but it is that time of year
3408,Voodoo Ranger Atomic Pumpkin,2.2,i wish id noticed the spicy part on the label what a horrible surprise
3409,Voodoo Ranger Atomic Pumpkin,3.81,clear amber body with a small off white head and light lacing aroma is more focused on the pumpkin rather than the pumpkin spices although they are evident especially cinnamon nor did the aroma foretell the impact of the peppers on the tastebuds theyre there from first sip to the finish and add a different dimension to the style
3410,Voodoo Ranger Atomic Pumpkin,3.87,12oz can canning date stamped on can bottom is 220721 with best by date of 23 jul 2023 clear orange amber colored body brief off white head reduces to thin ring no lacing left behind aroma of sweet pumpkin spice nutmeg cloves and allspice along with a lightly toasted malt base way in the background is some chile pepper taste does express the pumpkin slightly sweet together with a moderate amount of pumpkin spice including cinnamon the chiles arrive first on the tongue and then go to the back of the throat lingering slight burn in the throat thinner than medium mouth feel okay carbonation the chiles and cinnamon team up to create a spicy experience but not a burning one
3411,Voodoo Ranger Atomic Pumpkin,4.02,12 oz can with best before dating of 20aug2022 stamped on the bottom  lightly hazed dull copper and leaves a shite ton of fine bubble splattered sheeting all over the glass  on the sniff i pick up notes of blistered chili pepper  tasty chili infused brew with the chili presence ratcheted up pretty higha bit more then a moderate chili burn upon each sipi wish all fall themed pumpkin beers took this approach being a rather large chili headwell worth a try
3412,Abbaye Des Rocs Grand Cru Belgian Special Brown,3.39,95 on the bottle  upon opening up this bottle it gushed and lost nearly half the bottle not sure as to quality control with this one  appearance  pours a copper brown with a finger of bubbly white head  smell  fruity esters of raisin plum and fig low spicy hops toffee malts caramel and earthy yeast  taste  fruity esters of raisin plum and fig upfront but not potent enough for the style the hint of spicy hops come through next the toffee malts caramel and earthy yeast round out the brew the flavours are not that potent which is very dissapointing  mouthfeel  medium bodied with moderate carbonation finishes a tad thin  overall  a disappointing brew that started off on the wrong foot nearly loosing half the beer due to gushing is a terrible sign of this brewerys quality control perhaps this was an offbottle
3413,Abbaye Des Rocs Grand Cru Belgian Special Brown,3.71,15 liter magnum bottle rbesg 2005 grand tasting abv was 10 intense oaky and malty aroma flavour is also intensely oaky and moderately sweet i probably drank it too warm will need to rerate when available at cellar temperature as it was its not my definite favourite but obviously a well crafted beer
3414,Abbaye Des Rocs Grand Cru Belgian Special Brown,4.12,lable has changed its now more text  subtle pared back indigo blue graphics on white than that pictured in the headers abv is marked as 95 instead of the 90 in the headers front lable reads brasserie des rocs grand cru belgian special brown ale l pours very rich intense chestnut brown clear though i see now some minor sediment was left in the bottle 3mm pale tan head s pungent deep roasted fruits reminds me of british xmas pudding this is a good sign ime touch wood t the smell follows into the taste plus a little more somewhat dry and toasty edge on top perhaps thats what differentiates this from a belgian tripel which at this abv id expect to be much richer f pungent quite a hefty feel somewhat dry for a 95 though i notice in the subtle little lick of hoppy zing i get on my tonguepalate as i swallow i think its cleverly balanced o nice it has a power and one that is quite reined in for 95 nothing leaps out and beats you over the head nothing at all strikes me as at all out of balance very drinkable and id happily drink it again this style would work best for me in colder months visions of kicking back and slowsipping a couple of these in front of a log fire that maybe one day ill own  bought from belgianinabox antwerpbe for delivery to me in londonuk 330ml bottle bb 25022022
3415,Abbaye Des Rocs Grand Cru Belgian Special Brown,3.56,pours a hazelnut brown color with a huge stable eggshell colored head  smells of milk chocolate green peppers allspice and anise quite forward on the spices this manages to establish a balancing herbal hop presence on the nose providing an intriguing depth  has a soft medium bodied mouthfeel with a fitting lighter effervescence during its finish  has a soft almost aqueous beginning followed up by bakers chocolate cardamom and glazed toffee together with a light note of dried leaves those produce a pleasant dryness feathering the overall malt sweetness in this a bit allowing for spicy licorice and a whiff of milk chocolate to cut through finishes with even more spicy chewy licorice and sweeter turning chocolate among rock sugar and very light noble hops  quite pleasant with a great mouthfeel to it this provides a classic belgian sweetness with a satisfying depth to it
3416,Abbaye Des Rocs Grand Cru Belgian Special Brown,3.54,listed as 95 on label and as brasserie des rocs normal quad dried fruit aromas and flavors abrupt finish cloying sweetness i had hoped for better based on the overall score
3417,Abbaye Des Rocs Grand Cru Belgian Special Brown,4.28,best before feb 18 2020  this version is 95 abv  enjoyed canadian thanksgiving 2019 pours a coppery deep caramel brown with abundant cream coloured head with orangey highlights  clear but significant debris from a  poorly poured bottle sweet caramel toffee yeasty belgian spices raisin brown sugar and a bit of booziness on the nose taste follows  delicious caramel belgian spice toffee dark fruits a touch of booze on a backbone of malty sweetness medium bodied but briskly carbonated leading to a creamy deliciously sweet finish the floating debris was a bit unnerving but else this was fantastic
3418,Abbaye Des Rocs Grand Cru Belgian Special Brown,4.32,pours a murky brown color with a medium top off beige head that dissolves quickly aroma is of caramel toffeecocoa bread dark and dried fruits anis vanilla and spices getting a christmas cake feel off the aroma the flavour follows the nose sweet with dark and dried fruit notes and strong malt notes innen the back with nice notes off caramel dark bread and cocoa  it then gets more hints off spices in the flavour before finishing with some slight bitter notes balanced nicely with the malt background nice strenght and lenght in the aftertaste mouthfeel is creamy and smooth with a full body and a soft carbonation with two words really delicious
3419,Assassin,4.79,appearance  the beer was an inky black color with a dark head clinging to the sides of the glass  smell  dark malts and barrel were the primary parts of the nose  taste  initially the profile was thick boozy dark chocolate the profile with sweet but nowhere close to being cloying notes of raisin tobacco and a hint of vanilla followed the chocolate goodness lingered in the aftertaste  mouthfeel  the feel was thick and sticky clinging to the sides and top of the tongue  overall  this beer was definitely hype worthy
3420,Assassin,4.46,a a carbon black discharge to the carafe with a tap shoe hue while the decanter rests on a woodsmoke tone before the radiance pins a coloration near kurotobi the transfers occur across natural nucleated sites which avoids the unwanted lipidsimpurities on the crossreactions for solidifications accordingly a collar formation to the inch as latticework  marginally  pushes through a rushed retreat the brim comes in towards the 25in which clings to the periods that reach 1cm while the hours further the detachments per the foamnegative materials with this in mind the palette to the neck has a dark beige peak as the rushed retreat has a mars brown rim in turn a viscosity factor that plays to the annulling properties aforesaid which support the nuanced droplets that attune the advanced teary arches  s malts frame the dexterities above a soft hop bill while the oak casks work to build a complicated mass around the aged aldehydes an ignition that politely connotes la bête noire with a cajeta glaze as figgy duff pairs alongside prunes  flame raisins there is an oak stave to plank presence in exercise which adds a dynamic balance to the sweet midsections supplementary to this a calm hop effect that reinforces the barrel toned landscapes when symbolizing forested alder to shagbark hickory all the while a ventilated deduction on the vintage beyond the bettering cask aspects this comes at a trained interval which nears 68f for softening  blooming the  hourly  abstractions correspondingly an enlightened smart complication that comes without additives where the stability is maintained  rooted through coordination the progression optimizes the breathing periods by characterizing palo cortado through rawhide over clay pipes outside the dried fruit subtexts over atomic fireballs moreover a structure that continuously engages in complex polymers when denoting lignins across tannins in the act of rolling dry constitutions  t soft barrel entitlements to the conversions set by diastatic enzymes where hemicelluloses contribute to the cultured caramelizations namely maltol developments to the plot for signifying doughy accounts on nussbrezels under a crème brûlée guise as bourbon coats chelan cherries  moyer plums the notations have a light implication on the makings that analog malvabons while lightly addressing the oak lactones thru coconut the age offers a refined sense on the phenolic aldehydes as they lend vanilla by vanillin which comes with a molasses  charred  nature howbeit cautious to not exceedingly burn amid the oxidized transfers across the carafe where fahrenheit gets incrementally pushed there is a leathery standing behind the hydrolysable workings which offer a steadying composure to the sweet malt passages this is furthered by a low toned bitterness when detailing the dark rosin inflections sequentially a blooming allowance that recapitulates the sensed perceptions on sherry where an oxidized nuttiness supplants english toffee the sequences have dry  tannin derived  cessations while carefully regulating spiced eugenols  smoked guaiacols against the softly spoken developed acetaldehydes  m an intensity behind c₂h₆o thats courteous to not suffocate when attenuating sweetness thus a treacly to thick mitigation with an alleviating bite while the smooth ebullitions amalgamate over the tempered  carbonated  tiers a feel thats accompanied by age besides the aeriated drafts for paving a weathered maturity  o the degradations on hemicelluloses are rich in their pursuit on furfurals above ethyl acetates which is fittingly appropriate for perceiving malt oak compounds are continuous in the upsurge of clocked intervals as they are paired alongside the relaxed wooded hops correspondingly a construction that offers more harmony when providing the time with an uncapped patience
3421,Assassin,4.58,very good too much hype though
3422,Assassin,4.73,2022 version sample from a snifter at toppling goliath during stout stock deep black color with a solid tan head slightly sweet seems to have smoothed out over the last few months very thick has a fantastic barrel touch but perfectly balanced
3423,Assassin,4.55,on tap at whiskey road cedar falls ia served in a proper snifter opaque deep blackish brown in color with a wisp of tan head big aromas and flavors of molasses dark roasted malt bourbon and barrel char quite sweet with some tannic astringency this was the 2022 vintage which was still a little hot i can imagine it smoothing out a bit with age but who has time to wait overall just another worldclass imperial stout from tg
3424,Assassin,4.79,look  black thick fantastic rimming smell  chocolate bourbon woody and booze taste  whiskey chocolate slight roasted malt and booze feel  nice thick fuzzy creamy light carb overall  pretty fantastic
3425,Assassin,4.5,2022 version sample from a snifter at toppling goliath during assassin release on 9122022 after first trying the vanilla bean version the standard assassin falls a little short but is still a tremendous beer
3426,Weihenstephaner Vitus,4,yeast bomb with banana and clove esters quite nice and a fantastic example of the style
3427,Weihenstephaner Vitus,4.57,white fluffy head more than 2 fingers high slowly recedes to a ring and intermittent film some lacing minor to moderate haze banana esters on nose and taste really like the heavy body with trace of prickly carbonation on mouthfeel really like tis a lot
3428,Weihenstephaner Vitus,4.44,beautiful looking beer on the pourgold color big white head and lots of fluffy lacing aroma is fresh bread taste is wonderfully bold and fruity citrus banana dried fruits but the finish is creamy smooth tastes more like a fruity wheat beer than a bock but this is a worldclass brew worthy of its reputation weihenstephaner is my favorite german brewer and this is the best of the best not too boozy but 77 abv is evident
3429,Weihenstephaner Vitus,4.33,yelloworange body with a nice fluffy head good lacing a nice looking beer  love the clove banana and fruit nose a bit of the abv is noticeable too  taste follows nose with everything amped up from the nose wonderful mix of breads malt banana fruit and clove strong flavor little booziness and all smooth drinking  good carbonation and mouthfeel  a top shelf beer in my book
3430,Weihenstephaner Vitus,4.69,330 ml bottle  pours hazy golden yellow with a lasting creamy white foam head smells like banana clove apricot orange citrus wheat toasty bready malts some hay apple pear with grassy floral earthy herbal pine tastes like strong banana clove apricot orange citrus creamy wheat toasty bready malts some apple pear plum with grassy floral earthy herbal pine feels mediumfull bodied creamy smooth with moderate carbonation overall a really great weizenbock
3431,Weihenstephaner Vitus,4.5,great beer pours super foamy pepper and spice heavy yeasty flavors little strong on the alcohol
3432,Weihenstephaner Vitus,4.89,on my initial pour i was like very good butafter several additional samplings i have changed that to this is excellent and possibly my favorite beer currently pours a hazy golden color with a thick creamy head and significant long lasting lacing smell is very wheat beer like with a fruit sweet aroma alcohol content is a little high at 77 my only complaint is the availability sometimes a little hard to find locally
3433,Weihenstephaner Vitus,4.78,poured from 112 oz bottle to a weizen glass looks solid gold slightly hazy unless you swirl and add the sediment at the bottom of the bottle then it gets pretty cloudy some carbonation bubbles popping up white head falls to a thin cap some sticky lacing left behind in the glass smell is banana clove ripe apple a slight citrus smell taste starts sweet and fruity with apple banana citrus up front middle of the sip tastes of clove pepper more banana finish is spicy with pepper up front clove and allspice mixed in maybe some cinnamon and a long banana clove wheat cracker peppery aftertaste feel is medium to full bodied with a nice tight carbonation almost coats the tongue feel is very smooth and easy to drink with a bit of alcohol warming in the end overall wow i really love this beer so much flavor so easy to drink the abv slows things down a bit but this is worth taking slow honestly i think i have a new favorite beer
3434,Weihenstephaner Vitus,4.5,i am so glad i tried this beer pours a hazy gold the smell of banana and clove is incredible has a bit of a bubblegum taste with a slight peppery finish i could drink this all day but with high abv i would be in trouble
3435,Punkin Ale,3.5,12 oz bottle poured into a pint glass look is burnt orange tan head falls off to nothing smell is pumpkin pie spices brown sugar taste follows with pie spices up front through the sip mouthfeel is lighter side of medium decent carbonation overall a one and done for me but not bad
3436,Punkin Ale,4.96,when i smell a beer this delicious and warming i expect to look at a stout theres some cloudiness but the nose backs it up i pick up mostly a dry hop flavour maybe thats a characteristic of pumpkins that i am not aware of i was leary of the beer cos i dont like too many added flavors but it did everything but disappoint
3437,Punkin Ale,3.66,consumed on 23 nov 2022 glass chalice abv 7 abv serving temp 516 f   look dark orangetinted copper thin offwhite fizzy head quickly dissipated to a thin ringandislands pattern lacing is ok  smell some light very light pumpkin aromas but mostly spices strong spices cinnamon dominates along with ginger and some cloves as well there is a sugary sweetness underlying these other aromas  taste follows the nose the sweetness takes on notes of candisugar and really balances out the spice notes the ginger becomes the dominate spice in the flavor the pumpkin is far in the background here nutmeg can be detected in the aftertaste  feel crisp but also a tad syrupy the body is mediumlight if that  overall i am not a big fan of pumpkin beers but this is one that i dont mind perhaps because the pumpkin flavor and aroma is quite muted since i dont drink many pumpkin beers the spices really do jump out at me
3438,Punkin Ale,5,to me this is basically the perfect beer
3439,Punkin Ale,3.81,pours a pumpkiny orange color with a retentive head  smells of cinnamon and pumpkin  taste is of pumpkin and sweet malts  very decent not very pumpkin heavyi like it
3440,Punkin Ale,3.94,overall a very good pumpkin beer can taste the spices and brown sugar but not overpowering like some pumpkin beers will buy the beer again though a little pricey in the midwest
3441,Punkin Ale,3.93,this is a pumpkin beer you can find easily on the east coast i always recommend this beer for people every pumpkin season its extremely enjoyable this is a quality pumpkin brew folks
3442,Punkin Ale,4.06,medium amber pour with an offwhite head it was darker than many pumpkins i have had the smell is with the typical nutmeg cinnamon and all spices that are typical for pumpkin beer reminds me of pumpkin pie as i drink it good very good
3443,Punkin Ale,4.05,very good not crazy pumpkin  not too strong
3444,Punkin Ale,4.11,one of the best pumpkin ive tryed  great pumpkln and spice flavor without being strong
3445,Desperados,3.03,i did not expect to have something like this while in belgium this clear burnt golden beer was served with a lime in its somewhat gaudy bottle much like a corona lol  drinking the first few sips after removing the lime it kind of reminds me of tequila barrel aged turbo shandy in that it has a bit of a honey character that comes off stronger than the botanicals and is a little on the sweeter side theres perhaps a touch of toasted corn far in the background but its pretty one notethus the lime
3446,Desperados,1.94,poured from a 330ml bottle  pours dark straw with a tight bubbled head and high carbonation the smell is soapy weirdly sweet and citrusy and the taste follows on  the sweetness is so offputting they use glucose syrup in this and you can taste it strongly  it is also somehow unpleasantly bitter in a chemical feeling way  the mouthfeel is mostly syrup and fizz  overall why is this popular probably fashion and a pretty high abv  its like a bad lager mixed with a sprite with tequila in there somewhere but its all gone wrong 
3447,Desperados,1.73,appearance pours a golden crystal clear body no appreciable head formation as it instantly crackles away like a sprite  smell the d smells of four generous pumps of raunchy tequilaflavored syrup into a lowgrade cheapo lager  taste quite sugary  artificial lime and tequila additives abound there seems to be an unenjoyable beer underneath but its difficult to discern beyond the tequila lollipop candied deal long loonnggg aftertaste with a weird chemically twang and final pop of artificial sweetness  mouthfeel thinbodied soda popesque carbonation kinda fizzly  overall unpleasantly sweet remorselessly chemically
3448,Desperados,1.11,this is the worst beer ive ever had i have nothing positive to say about it like cheap macrobrews get poor reviews because theyre boring and uninspired this isnt boring or uninspired but i really wish it was i imagine this is what it would taste like if you mixed mikes hard lemonade with a busch light that was left out half finished the morning after a frat party also a hint of cough syrup just truly disgusting  the look is fine i guess fine enough that i thought this purchase could possibly be a good idea darker than one might expect probably artificially colored if i had to guess the nose is stale and sweet a little malty the taste is like a collaboration between flavors that hate each other again stale and sweet slightly acidic maybe like citric acid was added or something i dont detect any tequila flavors none of the vegetal qualities that define tequila honestly i dont think this is even beer closer to a flavored malt beverage but i would pick any flavor of four loko over this  only try this is if youre curious about how bad it is
3449,Desperados,1.43,you have no idea how much this is being drunk here in the netherlands skunky and sweet smells awful and tastes like bitter induced bad lemonade awfully popular among my friends and peers no idea why
3450,Desperados,1.55,from a can purchased in france clear golden color with white head sweet corn aroma medium body tastes like sweet grain with a side of cheap tequila had this several years ago but its still memorable as the worst beer ive ever had seriously just drink a better beer and then take a shot of tequila itll be more enjoyable that way
3451,Desperados,1.56,someone who invented this had to be on solid drugs worth mentioning that if someone from higher position who really tasted that in heineken and said like yeah well thats something we really have to produce and send out to the market  they should have get rid of him mixing beer with tequila isnt obviously a good idea and it completely ruins what i see in beer well someone could like but not me the flavors dont work out together for me and are a chaos it literally tastes like some messed up radler sewage dishwater  dump it
3452,Desperados,2.52,sweet hell is there a hell if so this is what they would serve on tap there nah it aint that bad but is it in reality it tastes more like soda than beer  which is about as cool as a soda tasting like a beer when raul was a tyke nope  be well my children
3453,Desperados,1.81,the first words out of my mouth were holy shit what were they thinking  sugar buttered toast sugar and more sugar on the nose mouthfeel is not insubstantial but nothing special tastes like someone mixed budweiser with sprite added a few drops of tequila and a feckton of sugar i had to add some guinness to make it palatableand even then i couldnt finish it  cannot recommend this frankensteins monster of a bier
3454,Desperados,1.33,desperate this so undrinkable for any beerlover perhaps the worst beer in the world alongside corona and cubanisto truly awful stay clear from this stuff
3455,Desperados,2.09,didnt want to rate this as a beer despite the deceptive lager appearance although upon closer inspection the carbonation is nothing like a true beer its more like a wine cooler if you look at it that way theres less sugar in thisdrinkthan a wine cooler so not too awful came close to pouring this down the drain but something about it kept me wanting to drink it will not buy again despite the cheap buzz
3456,Hahn Premium Light,2.14,look standard mass produced adjunct beer golden straw colour very thick dishwasher shop head approx 3 fingers thick which quickly fades away to a thick almost whipped cream texture  smell light grainy bitter smell citrus lemon again somewhat dishwashing up liquid   taste sweet malty grassy grain dry after taste  feel light watery refreshing if drunk on a hot day and the beer is cold  for a lightalcohol full strength beer its got enough flavour and just enough body to be enjoyable its watery but more flavour than some midstrength beers on the market  its as bland as the rest of the generic australian lagers but you do get to have a few and still be sober
3457,Hahn Premium Light,1.26,wouldnt normally go anywhere near this sort of beer  but a situation meant it was that or nothing else im far more into quality over quantity these days  and as i was about to drive home  a non alcoholic decent ginger beer would be a far more satisfying choice tasteless in the extreme  i honestly dont see the point of drinking this truly awful
3458,Hahn Premium Light,2.27,asked for australian beer on a qantas flight and this was what they had clear golden color with white head light grain smell light feel with plenty of carbonation light malt flavor with a dry finish ok but nothing to recommend it
3459,Hahn Premium Light,2.27,crispy and light nothing too fantastic
3460,Hahn Premium Light,1.02,taste like shit i would prefer to have coca cola instead of hahn premium light
3461,Hahn Premium Light,2.98,a clear pale and lively golden yellow with a small fading white head aromas of grass grain and corn following onto the palate similarly light body and a watery mouthfeel medium carbonation and a lowintensity short length bitterness in the finish
3462,Hahn Premium Light,2.24,had this early while watching hockey figured light would be best at 10am from notes  a  poured golden bright one finger of fluffy white head good drapes of lace all the way down and a film of retention  s  light malt sweet grain dried leaves  t  dried leaves again sweet grain quite grainy not overly good  m  quite dry in the finish with good carbonation light body seemed really dry  od  unpleasantly dry an odd beer the dryness was funky and the flavours werent pleasant wouldnt get it again the alcohol doesnt exactly give you any bang for the buck either even though its so light it still has an unpleasantness
3463,Green,4.64,darker yellow very hazy pour lots of citrus and pine on the nose flavor follows suit but adds a touch of pineapple strong bitterness follows leaving you wanting more
3464,Green,4.27,this is another treehouse that varies a fair amount in taste due to either a batch or time measured by the week or b day to day based on my particular taste buds that said it is always good but sometimes it is fabulous
3465,Green,4.79,4 pack from sandwich location look is hazy dark yellow to orange taste is a little more bitter than sweet pine tropical fruit mango papaya mainly and some citrus mouthfeel is medium bodied and soft overall a great ne ipa plain and simple
3466,Green,3.25,probably my least favorite of ths ipa but stillgood and in a blast bette than most this one seemed less juicy to me and more plain of an ipa but not one id eve turn down
3467,Green,4.33,look  thick tannish orange with a big lasting sticky white head and lacing smell  green smells green fresh pineapple citrus orangetangerine taste  that has a lot going on pineapple orange like the smell along with way more more bitter than almost all ne hazy beers with a slight grassypine feel  medium body with a medium slightly light carb and a lil fluff overall  great blend between a great ne and a great w coast kind of has both
3468,Green,4.9,157 yum
3469,420 Extra Pale Ale,5,mmmmmmm yummy beer make me silly hehehe
3470,420 Extra Pale Ale,4.75,its about a perfect pale ale as you can get the beer has a spot between sierra nevada and an ipa more flavor than sierra but not as robust as a standard ipa at 57 it is perfect for summertime drinking pale ale are my favorite beers if youre a pale ale fan then take it from me this is good
3471,420 Extra Pale Ale,3.53,slightly more hoppy than other pales ales i have tried
3472,420 Extra Pale Ale,3.91,a very nice pale ale similar to sierra nevada but a bit less bitter in the finish it would be even better if it was infused with ganja
3473,420 Extra Pale Ale,3.81,poured from a 12 ox can into a willi becher pint glass l  pours a clear medium amber color with a significant whit head that dissipates slowly s  smells of pine and grapefruit t  taste matches the smell pine citrus and some maltyness f  medium body  carbonation o  easy drinking pale ale
3474,420 Extra Pale Ale,2.85,its pretty watery sweetwater just like the name faint aroma of hops grassy pale look if budwesiser produced pa it would taste like this one
3475,420 Extra Pale Ale,4.06,16 ounce draft pour into a tumbler pint glass  l orangishyellow a touch cloudy small white head probably subdued by the server fades to a ring in less than a minute s bright hoppy aroma mostly citrus almost juicy t hoppy subtle orange flavor pine comes through later in the glass enough malt to balance the clean zesty bitterness f crisp feel gives an overall light impression but does have a bit of heft not thin or weak o quality apa more american traditional but has some limited juicy character havent had this out of a bottle or can but this draft pour is pretty good
3476,420 Extra Pale Ale,4,on draft at dulles airport no surprise its much better than from the bottlethink ill have another
3477,420 Extra Pale Ale,3.61,it is what it is a solid not spectacular pale ale great for pool days summer activities or tailgating crisp refreshing not mind blowing but good
3478,Susan,4.02,draught bitter and black pepper meh
3479,Susan,4.9,159 yummy
3480,Susan,4.87,golden amber with a modest and enduring offwhite head a full clear pint glass full just spilled out of a tap head as with many hazies this doesnt punch the nose but it is pleasant theres a pleasant starchy backing for resinous hops which arent at all that bitter to smell theres a near perfect softness to the mouthfeel just like a hazy styled aipa should provide unlike too many others its neither too thin nor too sticky the same goes for the hopping it too is close to perfect for the style its vaguely resinous with a hint of a spice like lemongrass coriander or pepper with some nice glass lacing this also looks close to perfect overall this is one incredibly good beer outside of new england this is a rare find when it shows beer geeks are on their phones to their buddies and it doesnt last long
3481,Susan,4.82,one month old can to wine glass  l pours an opaque golden brownish orange with a fluffy white head that leaves a good amount of lacing no floaters  s hoppy and slightly malty with notes of ripe orange honey pines and stone fruits herbal and grassy  t malty with caramelly and bready notes on the one side hoppy with a fruity sweetness on the other side honey peach and a bit of pineapple  f crisp and crushable with a medium carbonation soft and smooth  o i think ive never had a beer with less than 8 abv that was as complex and flavorful as this one even though it drinks almost as crisp as a lager all kinds of malty and hoppy notes keep popping up absolutely outstanding
3482,Susan,4.34,canned 121322  alright its time the highest rated american ipa on ba ive been wanting to try this one for quite some time and im thrilled to finally get the opportunity to ive been seeing more hill farmstead beers near me as time goes on and im excited by all of it lets see if it can truly live up to the hype  pours a lightly cloudy orange gold with 2 fingers of creamy off white head that slowly fades to a thin cap and leaves nice lacing  the nose is somewhat delicate for lack of a better word but still shows an excellent balance of all of its elements that ends up turning out really nice im picking up on aromas of orange zest pine sap bready malt grassy hops honey pineapple juice white pepper grapefruit zest and light orange marmalade  in taste it falls a little bit flat of the complexity on display in the aroma not exactly onedimensional but more focused on bitterness on the front end of the sip im tasting grapefruit zest piney hops bready malt weed white pepper honey light passionfruit and pineapple the swallow brings notes of crackery malt white pepper piney hops fresh cut grass honey grapefruit zest passionfruit and light orange  a medium body pairs with gentle carbonation resulting in a slick and sharp beer finishes mostly dry with a firm bitterness  while i think this is quite good its nothing mind blowing theres better examples of the style out there but id also like to try this fresher one day as ive heard hf can be really particular about the best by dates on their ipas
3483,Susan,4,poured from tap into a 12 oz tulip glass at positive pies in plainfield hazyish golden yellow with one fingers worth of head light citrus taste coupled with biscuitbread tones good hop presence but not overpowering good
3484,Corona Light,1.6,yea if your desperate
3485,Corona Light,2.06,left in the can aroma is sweet corn tastes metallic some fruity notes malt its not too too bad at first glance i had it rated 275 for taste but then an absolutely horrible aftertaste comes in and lingers mouthfeel is ok overall it just isnt very good and for the price there are much better light options available
3486,Corona Light,1.98,pours out of the can a crystal clear goldenorange yields a finger of fizzy head that dissipates quickly smells like sweet corn and malts taste follows the nose not too much going on here you like it or you dont its pretty basic
3487,Corona Light,3.63,the more beers i try the more i realize that what people think are bad or what people think are great are blinded by their pretentious ideas of what they should be like taste like everything personal is subjective i try to rate and enjoy as objective and also subjective as i possibly can no matter the style or my prefered tastes  that said i do like me some light beers and im surprised it took me more than 500 different beers tried before i got to this one this is beer 514 actually more but some i couldnt find on here and with that accumulated experience i will say this is a fine if not damn decent light beer blew my expectations away and i think i prefer it to the extra or premier i work 56 days a week i like something quick and refreshing after a 10 hour day and this does it smooth drinkability with a light crisp feel to go down easy like others of this style relaxing and enjoyable on a hot day or after a laborious shift nothing complicated or a lot to process just a clean beer to drink  will it be my preferred beer of choice no i like to change it up every so often but i think i will fit this into my normal rotation
3488,Corona Light,1.6,i really like corona extra and premier so i figured i would go for the light this time that was where it all went wrong i opened the first bottle after chilling it and it smelled like cigarettes i got past it by giving the bottle a few more sniffs but the smell was not like the other corona i have had the taste was also very bitter and rough not very smooth not a good flavor compared to the others  pretty disappointed hopefully it doesnt ruin extra and premier for me
3489,Corona Light,2.73,ive been waiting my whole life for this its the first time ive ever gotten a corona light when i asked for it ive never even seen it at grocery stores although to be fair ive only looked once or twicebut god damn this was at huge box stores with massive macro selections to be perfectly honest i was damn near certain this was a hoax that didnt actually exist so it was to my utter surprise that our local dirt cheap mexican restaurant not only listed it on their menu but actually delivered it to the table as ordered thus was my ultimate bucket list whale slayed  the overall experience is as expected light ricey skunk however it was also surprisingly toasty i typically find the lighter versions of macro lagers to be the lesser of its representations but since i have only ever had regular corona extra up until now im finding myself flummoxed that im not entirely sure that light is the worse of the two bottle to bottle id probably take this over extra even the lightly fluffy medium body isnt impacted too terribly by the lightening  to wrap this up the appearance within a lime wedged bottlewhich itself i find slightly less attractive than extrais otherwise lightly chillhazed piss yellow with after a tilt a relatively active but rapidly receding carbonation  dont worry i removed the lime wedge and serviced the tip liberally prior to this exhaustive review  enjoy
3490,Corona Light,1.77,had this at a friends house since that was all that they had it really was offensive but i drank it anyway wow i thought regular corona was drinkable when really thirsty but this light version is just not worth it
3491,Corona Light,2.62,12 oz can best by 822 i spent twenty years drinking mostly coronabud lightmiller lite so the smell and flavor of this beer are very familiar the game changer is canning this is the first nonskunked corona i can remember so to start the worst flaw is gone clear gold with one finger fine white head spotty lacing partial surface ring corn light floral pale malt bready odors not much flavor light apple corn grass its fine if that is what you are accustomed to light hop zing low carbonation  dry finish insubstantial but no glaring flaws wet and alcoholic cheers
3492,Corona Light,1.56,what could be worse than perpetually skunky and corny beer  how about watereddown corny skunk  i never expect good choices at holiday picnics but this is a new low
3493,Corona Light,2.5,much better beer in a can
3494,Ayinger Bräuweisse,4.31,from the bottle at pies and pints morgantown 9423 happy labor day  aromas of banana pear candied lemon light clove and sweet brown bread coats the mouth well  sweeter and more carbonated than the weihenstephaner yet a great offering perhaps not as deep in complexity as we would like  very very glad to to have tried this one
3495,Ayinger Bräuweisse,4,not my favorite style but that being said this is pretty good big foam light golden color definitely a wheat beer with some citrus flavors easy to drink i like the bigger bottle it does have the german flair good one
3496,Ayinger Bräuweisse,4.62,05l bottle dated 040324 included in a mixed six pack purchased in the brewery hotel lobby in aying this style is one of my least favorites but when i drink a worldclass example i immediately know and this is quickly evident upon taking a few gulps perfectly balanced malt bill and yeast qualities without being overly spiced creamy smooth satisfying what a beer
3497,Ayinger Bräuweisse,4.33,very interesting feels the typical wheat taste is more subtle refined it has almost champagne like quality reminds of saison or even ne ipa nelson hops taste is pears green apples vanilla a hint of cloves and banana slightly bitter and dry end medium body at max different and very nice
3498,Ayinger Bräuweisse,4.3,on tap cloudy to a high degree but not perfectly blocking all light lovely uniform white cap promotes a lot of initial lacing feel is a bit light and bubbly and not quite as smooth as i expected taste is a dialed down version of the nose which is heavy on a mix of not too ripe banana and spice as i sip i appreciate the balance in the more and more as it is pretty evenkeeled while still exhibiting the qualities the style is known for
